gene	log2FoldChange
Uqcrfs1	0.138715421
Iqgap1	-0.159193821
Smc6	0.153146541
Zfp622	-0.147042383
Aars2	-0.217868426
Fyttd1	-0.164059611
Pcolce	-0.283051821
Rpp40	-0.443239091
Thnsl1	-0.478735431
Tmem8b	-0.265108853
Atp5b	0.11808266
Nrbf2	-0.185260273
Pdpk1	-0.140146924
Pxk	-0.18150089
Ap1s2	0.223799053
Ccnc	-0.295378826
Hsp25-ps1	-0.450712236
Synj1	-0.169543424
Ddx1	0.144490403
Rab11fip2	0.220751429
Tsc2	0.138123865
Abt1	-0.203859539
Spred1	-0.130129184
Fdft1	-0.175401712
Sox8	0.474899949
Dnal4	0.243954764
Tigd2	0.269013349
Cyp11a1	0.496367156
Plaa	0.166818056
Commd9	0.323986021
Dcun1d2	-0.254140753
Gm12276	0.414917642
Gpr98	-0.393112138
Mettl21b	-0.363656653
Nlk	-0.257317499
Rbms1	0.172903555
Rpain	-0.183382589
Serhl	0.209786276
Gls2	0.35009935
Ece2	0.344318794
Hba-a1	0.436340471
Sgtb	-0.248626326
Kxd1	0.217045045
2410127L17Rik	0.187724305
6030458C11Rik	-0.28234614
9930021J03Rik	-0.136504826
Abhd1	-0.378276614
Cd3g	0.490422866
Chrnb2	0.48374108
Coa6	-0.345496712
Fam211a	0.344450165
Foxo1	-0.131244699
Gdf11	0.450506221
Ggnbp1	0.317988092
Gm15694	-0.478133641
Gm7808	-0.406417688
Gramd4	-0.167300813
H2-Ke2	-0.158872613
Kmt2a	-0.153728215
Lrrc56	0.408484537
Mrs2	0.257857317
Pla2g15	-0.194317842
Ptpn22	0.493888849
Pxmp2	-0.493358826
Sart1	-0.130805153
Sec11a	0.140456135
Snrpn	0.256102851
Spire1	0.24735429
Tceal1	0.264324081
Tet3	-0.141526525
Ttc26	-0.319186512
Wdr44	0.197021911
Zfp319	0.173161612
Frmd6	-0.156089578
Lrrc27	-0.466447277
Pglyrp1	-0.490845638
Polr1a	-0.213446284
Rab1b	0.1716576
Wdr18	-0.171226586
Gm15410	0.479253413
Hoxc6	-0.191982332
Pvrl4	-0.242262218
0610009L18Rik	0.488916714
Chmp2b	0.139214869
Arpc4	-0.131912483
Ccdc53	0.219143756
4833423E24Rik	-0.265256105
Prr3	-0.183576233
2310001H17Rik	0.305244302
Ap3m2	0.289148736
Cnot7	-0.132188782
Nup54	-0.15496989
Spryd3	-0.159674696
Pdgfrl	0.41083667
Atxn7l3b	0.140654452
Dhrs11	0.275886914
Dzip1	0.162917349
Tfb1m	-0.444027093
Clcc1	0.191344136
Gm13341	-0.382421739
Tmem88	0.452107474
Zfp276	-0.196693219
Nlrp3	0.467540507
Eif4e3	0.235491457
Coq2	0.245926738
Car5b	-0.230118572
Cblb	0.145224916
Prelid2	0.455996399
Tmod1	0.436840829
Vhl	0.277194176
Avpr1a	0.334956441
Trpm4	0.179008479
Eef2	0.107894259
Mrvi1	-0.46747545
Cyc1	0.139861389
Braf	-0.173431914
Gm11175	-0.380590648
Sdcbp	-0.174980549
Atp6v1g1	-0.147288523
B430319F04Rik	0.453375563
Bche	0.46036685
Col6a3	0.262648266
Ergic1	-0.161296773
Gm4204	0.328145656
Gpatch11	0.290955225
Ppm1f	0.220351407
Rnaset2b	0.380602332
Serpinb3b	-0.30777931
Shisa4	-0.485416436
Uhrf1bp1	0.175666764
Zhx1	0.16167028
AI597468	0.176495767
Gm10080	-0.340423053
Fmnl1	0.430964987
Gm9917	0.485868005
Pacs1	0.143310317
Smim20	0.298570506
Zfp90	0.292366747
Gar1	-0.161324285
Map3k3	-0.139730397
Mrrf	-0.217459035
Agbl3	0.425846832
Cep63	0.166861675
Fndc9	-0.237598947
Gm15706	-0.480101813
Gm16062	0.388470645
Icmt	0.12700652
Krt10	0.446367349
Pikfyve	-0.210062025
Snx20	-0.461859685
Thoc1	-0.145804802
Timm21	0.25250305
Timm8a1	-0.1824334
Tmem206	0.355280768
Tprkb	0.239869033
Ube2d3	-0.161105441
Usp35	-0.212119893
Mtrf1l	-0.322711376
Nol10	-0.178977825
Cpne2	-0.257780288
Tspan4	-0.262619304
8430427H17Rik	-0.190925204
Arhgap39	-0.206075833
Ctnnbip1	-0.135693506
Eps15l1	-0.13152776
Fam20b	-0.126385367
Fnbp1l	-0.15497531
Ptpn9	0.161420612
Suv39h2	0.267989463
Lsm7	0.268686103
Pfkl	-0.171586259
Zscan12	-0.361834749
Tysnd1	0.232971553
Fbxl18	-0.274084444
Id3	-0.150151202
9530068E07Rik	0.136617054
Arglu1	-0.136362626
Cnpy3	-0.232058995
Lman2l	-0.195202032
Mul1	0.130339746
Mylpf	0.469584299
Nfkb1	-0.186203677
Ntf5	-0.217750057
Nub1	-0.129072611
Pdlim2	0.197070222
Psmc6	0.148564169
Slc9a5	0.343969989
Smarca4	-0.124641267
Smyd4	0.34869255
Snora7a	0.27739155
Tbc1d15	-0.163455697
Tctn3	0.260084153
Tlr5	-0.464214065
Tm7sf2	0.294024469
Tmem129	0.256823188
Ubn2	0.131517368
Wisp2	-0.479671395
Rpl8	0.12034454
Vav2	-0.204463065
Cutc	-0.376418705
Grasp	0.221743103
Kbtbd3	0.464488145
Mrps18b	0.184248338
Ppp1r3d	-0.465413472
Tmem231	0.260627408
Ugcg	0.142406293
Zfp141	0.272859201
Zfp236	-0.139503079
Ifitm2	0.133065037
Pura	0.145999722
Slc4a8	0.449496037
Oas1f	0.459804378
Brcc3	0.191740969
Cpsf2	0.170576107
5430405H02Rik	0.436392421
Mlec	-0.158116072
2500002B13Rik	0.424424668
Erh	0.135247992
Gm17029	-0.473708132
Nbas	-0.154790703
Polr2b	-0.13549403
Rps23	0.129444659
Yme1l1	0.117905641
Mapk7	-0.148332114
Orc5	0.291321708
Adcy6	-0.1288532
Adk	-0.144608126
Dgke	0.176224698
Pld3	-0.126982711
Rps12	0.128272696
Sugp2	0.190585974
Akt3	-0.212222515
Amigo2	0.373163042
Col12a1	0.219932154
Cox7a2	0.174821459
Gzmm	0.401960375
Map3k12	0.222348372
Meis2	0.363787688
Mir17hg	-0.176904612
Ndufs1	0.132913396
Nhs	-0.259824593
Pank3	0.136739176
Ppdpf	0.200309445
Ppp2r5e	-0.142129466
Relt	0.242176982
Sars2	0.283735725
Smad2	-0.127616396
Trim30a	-0.468523525
Zfp963	-0.436626095
Ate1	-0.1744749
Dpm1	0.206502627
Lrwd1	-0.189726395
Lysmd2	0.392215025
Polr3b	0.157496569
4930523C07Rik	0.154876374
Lrrc15	0.469078045
Mkl2	0.154103582
Selplg	0.467111906
Tsga10	-0.2829622
Ago3	0.185782448
Ankrd13d	0.291833691
Aprt	-0.128877493
Gabrp	0.47370062
Gga3	0.191531812
Gm22513	0.340327661
Hsd17b11	-0.21944514
Lyrm9	-0.371568481
Polb	-0.141202509
Samm50	0.141184312
Sntb2	0.174064754
Tcof1	0.14469397
Trip4	-0.19949726
Vps13c	-0.15560593
Zfp935	0.359503105
Pdia4	0.161042913
Phb2	0.124526414
Zfp235	0.395289209
Cldn25	-0.145135852
Lama3	-0.31417548
Dsel	-0.172302377
Eif1a	-0.15728991
Pcna	-0.149341388
Exd1	0.413543925
Il18bp	-0.379665144
Npc2	0.126014889
Wfdc3	-0.266091408
H2afx	-0.188985773
Pias4	-0.14082149
Slc11a1	0.442617983
Agbl5	0.249653833
Jmjd8	0.205819264
Map9	0.295594897
Ndufaf7	0.313100738
Ppard	-0.173078103
Set	-0.11471111
Slc35b4	-0.199700391
Taok3	-0.209432398
Adat2	-0.251912407
Ccne2	0.268398134
1700088E04Rik	0.457689881
Serpinb6a	-0.125088646
Zfp446	-0.318620302
Camk2d	-0.177970909
Prorsd1	-0.291324689
Cope	0.156355532
Cpsf4	-0.172573411
Abracl	0.157481691
Mtif2	0.200229823
Esrra	0.199000075
Golph3l	0.277610145
Rnf31	0.161343864
Snora41	-0.256095843
1110038B12Rik	0.153262689
Mrpl37	0.171606789
Nras	-0.148609378
Gm10638	-0.443293516
Phf10	0.170895143
Cldn12	0.178294271
Eme1	0.463613554
4933434E20Rik	0.155852315
Anxa3	0.357309259
Polr1e	0.200168303
Rps3a2	0.412788915
Lgals4	0.230176027
Bcdin3d	0.363748586
Flywch2	0.362428913
Mirg	0.458152438
Mmp9	-0.446217763
Zdhhc1	0.211692655
Ecsit	0.237420605
Gm15427	0.356467424
Pik3r4	-0.204537162
Zkscan3	0.155244236
Zfp580	0.420083279
Card6	0.43963547
Cldn8	-0.449456298
Cox14	-0.16060433
Cpped1	-0.23166813
Dido1	-0.145337935
Emilin1	-0.358445174
Hnrnpdl	0.122385805
Liph	0.335867115
Nmi	0.306955855
Npy4r	0.431088907
Nr2f2	-0.415692953
Palm	0.23844456
Pdzk1	0.400591986
Pias3	-0.181813066
Schip1	-0.15542471
Snx22	0.436103004
Taf1b	0.188583996
Tor1b	0.155178058
Ube2d1	0.222740317
Ubtd1	0.152605827
Zzz3	-0.135567388
Gabpa	0.138059626
Cnot11	0.191823096
Dgkd	-0.152066179
Evi5	-0.137440256
Fxyd1	0.443112746
Gm340	-0.260853171
Igf1r	0.165056851
Maz	0.142622962
Rpl10	0.119389993
Sav1	-0.142950829
Tmem164	-0.191825691
Ttc8	-0.252920863
Otub2	0.283091429
Gm6467	-0.461426392
Parp9	0.265938801
Pdhx	0.191338438
Snx16	-0.224043914
Dact3	0.320994906
Dqx1	0.310438306
Gipc1	0.198466019
Gm11602	0.410813187
Kdm1b	0.148983024
Rab33b	-0.156369919
Slu7	0.153378622
Sppl2b	-0.17978363
Tspan7	0.213570102
Ttll12	0.158037054
Xpnpep3	0.265853953
Trmt61a	-0.22390656
Mre11a	0.171248034
Scamp1	0.125578376
Fbxo25	-0.216166223
4931428F04Rik	0.21394133
Nckap1	0.118692453
Pcdhb13	0.426699814
Ppm1j	0.417440371
Romo1	0.217126907
Serpinf1	0.320879492
Snx25	-0.204627539
Tbrg4	-0.141787014
Zfp518a	0.212845533
B4galt1	-0.115134261
Slc25a42	0.294778187
Fhad1	0.449862287
Ddx41	-0.158374544
Uhrf2	-0.131709905
1810030O07Rik	-0.174162105
Abcb1b	0.194000188
Alg6	-0.279563168
Cntrob	0.187910863
Cog2	0.16817067
D19Ertd737e	-0.169358649
E130308A19Rik	-0.202587557
Ei24	0.165382248
Fam129a	-0.208485451
Fam129c	0.302605446
Fam136a	0.191847108
Fam84b	-0.219455837
Fmnl2	-0.150007331
G3bp2	0.136992139
H6pd	-0.355468758
Hnrnpa0	-0.12736131
Hnrnpd	-0.12379539
Kdm4b	-0.15824186
Klhl12	-0.20806279
Krt8	0.247290323
Mcpt4	0.444130445
Mga	0.134317911
Mob2	-0.14291613
Mpc1	0.148673609
Papd5	-0.128173367
Plxdc1	0.159571209
Rmnd5a	0.131922577
Shroom2	-0.176375
Sox15	0.405658518
Spata5	-0.180201623
Tbk1	-0.163428099
Tfap2b	0.115741258
Tomm7	0.149119092
Ttc27	-0.180068293
Ubxn4	-0.151122229
2210015D19Rik	0.346100507
Ino80e	0.173829177
Gap43	-0.456286659
Memo1	-0.133056484
Afg3l1	0.1427551
Dnajc8	0.128628885
1200014J11Rik	-0.167011585
2700038G22Rik	-0.228160482
Afmid	0.315728334
Ankrd40	0.156678248
Aoc2	0.277399655
B4galt5	-0.267117418
BC016423	-0.147782996
C9	-0.247904781
Cars2	-0.199876712
Ccdc64b	-0.345681544
Cog3	-0.151886826
Coro1c	-0.138490327
Crcp	0.213686673
Creb1	0.129124585
Dnaaf3	0.279146418
Dvl2	-0.135508772
Dync1h1	-0.112310196
Eef2k	-0.199325701
Eepd1	-0.254705303
Erlec1	0.204213859
Fuk	-0.163053896
G3bp1	-0.12244149
Gm13594	-0.44185852
Gm13826	0.31297868
Gm23442	-0.447325989
Gm25820	0.451971319
Golph3	-0.135059199
H2-T22	-0.417217995
Haus5	-0.383658279
Hif1an	-0.138016779
Hmgn5	0.170018853
Il11	-0.349784512
Il1f5	0.322559827
Kctd17	0.224755167
Med16	-0.1554409
Mir365-2	-0.446859495
Mmp2	-0.209611631
Nkd2	0.352864847
Nr1h3	0.444146022
P4hb	0.108652358
Pak3	0.21711339
Pds5b	0.144513624
Pex3	0.175119776
Pggt1b	-0.170079251
Prep	0.147676958
Ptpn14	-0.121013993
Rbm12	-0.172380832
Rnf10	-0.11444877
Rnft1	-0.145038392
Rpl13	0.124809247
Rpp38	-0.293443156
Rps15	0.116818582
Rwdd4a	-0.159083669
Slc16a7	-0.196116727
Smg6	-0.122586544
Smug1	-0.23944313
Socs7	-0.123230986
Szrd1	-0.124299279
Tab2	0.127719092
Tbx2	0.425408299
Timp1	-0.432106211
Tmem159	0.161407287
Tmem259	0.121009545
Tmem87b	-0.131668117
Top3b	0.14057725
Trappc3	0.131407159
Tshz1	-0.133645157
Tubb2a	0.141222477
Vipr1	-0.444935363
Wdr77	-0.16060454
Zfp945	0.225664627
Ddx52	0.166108535
Fbxo10	-0.285735957
Gtf2b	-0.15288794
Hcn3	0.447094327
Psmc3	-0.116954691
Serinc1	0.115067206
Trex2	0.382900621
Fxyd3	0.138436647
Eef1d	0.123333917
Fam65b	-0.437758277
Myo6	-0.139804011
Ocel1	0.261293335
Ppp1r37	-0.117872571
Snx19	0.199855453
Sorbs2	-0.302968996
Sptb	0.395561056
Tfap4	0.309090474
Ak4	0.12514766
Asb6	-0.160484789
Atp6v1c2	0.174248539
Cyfip2	0.393991042
Fam219a	0.223753721
Fam83a	-0.282645268
Gm26788	-0.402042634
H2afz	0.125790291
Hunk	-0.373132583
Senp7	-0.180496759
Slc5a1	-0.344601082
Galc	-0.248771853
Ak2	0.16458619
Ankrd29	-0.238545934
Cth	0.244544019
Gm13157	0.368846392
Magi2	-0.296748636
Nudcd2	0.257101332
Skint6	0.288216262
Snora34	-0.403552017
Spred2	0.146391382
Tom1l1	0.180310327
Vrk2	0.218800496
A430033K04Rik	-0.433959322
Denr	0.175190297
Gm12407	0.441779928
Rpl27	0.115143478
Tmem120a	-0.207703206
Ap3m1	-0.145813349
Rtn4ip1	-0.39163559
Kat2b	-0.162897435
Sspn	-0.37210189
Rpl26	0.117658314
Commd10	0.186679309
Aph1b	0.187083701
Btf3	0.114074831
Dars2	0.309430539
Fut2	0.356592849
Mrps12	0.301198995
Snx30	-0.230897556
Tmed10	0.112411293
Zyg11b	-0.15005289
Zzef1	0.161245301
5730508B09Rik	-0.159793618
1110008F13Rik	0.130068974
2410131K14Rik	-0.169087024
Cdc26	0.18226501
Haus7	-0.166818048
Hint2	0.244633303
Coq6	-0.192569487
Gng7	0.259702855
Ccdc104	0.209323032
Trub2	0.273599556
Hdac1	0.136365075
Nfil3	0.13705651
Cyp2f2	-0.374861561
Igf1	0.440004716
Lrrc8a	-0.179437786
Zfp35	0.178528771
Cnot10	-0.148524753
Sf3b1	-0.110248356
Gm14168	0.428219496
Nmnat3	0.301817151
Pitpnm2	0.136005402
R3hdm1	-0.12455906
Rbm33	-0.11650015
Slc30a1	-0.147031516
Trp63	0.124350728
Gm12902	0.429355265
Kcnrg	0.391925528
Rpl18	0.108300807
Abhd13	-0.132645243
Fam120aos	0.282455567
Nelfb	0.140947455
1110008J03Rik	0.252568148
Eid1	0.149511299
Emb	0.111065156
Gm12953	-0.360192678
Pip5k1a	-0.142991583
Axl	-0.160711122
Ctdspl	-0.141205264
Fkbp11	0.322421995
Gpc3	0.333400868
Impact	-0.165969476
Mfn1	-0.129005009
Slc29a3	0.233671475
Smarcal1	-0.165998991
Snx27	-0.123287015
Zfp260	0.158843532
Zkscan5	0.196646153
Pgf	0.415632488
Cnih4	-0.127744923
Trip11	-0.125228295
Cyp4f17	0.210857011
Ing3	-0.168676354
2610015P09Rik	-0.190160601
9430020K01Rik	-0.157352993
Ankrd35	0.220080459
Atp5a1	0.102444368
Gnpda2	0.258780539
Nenf	0.175216496
Slc39a11	0.187290894
Gltscr1l	-0.133398217
1700029J07Rik	0.280223619
3110062M04Rik	0.33856597
9230112E08Rik	0.323185223
Ccdc132	-0.160586771
Cdc42ep3	-0.18836728
Ephx3	0.300991125
Glyr1	-0.115411688
Gm6981	-0.436713258
Jund	-0.142661714
Leprotl1	0.16379156
Mx2	-0.407623679
Nomo1	0.116168059
Nudt13	0.219689563
Nup88	-0.131671235
Poll	0.270553817
Sphk1	0.146455253
Tank	-0.16777184
Tmem40	0.174341434
Trpm6	0.434580154
Ubr7	-0.17090844
Zfp280c	-0.201190347
Zfp661	0.31289753
Arrdc2	0.195561849
Emc7	-0.130934402
C1d	0.157961791
Banp	-0.169804467
Cerk	0.222398337
Lpar5	-0.255019345
Specc1l	-0.129703405
Bcas2	-0.126487576
Erp44	0.141064835
Rfc1	0.158517724
Fcamr	0.433108612
Cog8	0.174944449
Gdap10	-0.225238326
Rhbdd2	0.224967146
Tmem240	-0.419202995
Mettl1	-0.217824133
Slc11a2	0.168456716
Hk1	-0.129314127
Parp3	0.238343724
Slc25a5	-0.116853556
Itfg1	0.142723836
Kdelr1	0.126789327
Ccdc58	0.216339986
Gm25791	-0.332323164
Fam96b	0.175925765
Mgea5	-0.119878478
1810043G02Rik	0.237192918
6820431F20Rik	-0.136368452
Adamts1	-0.158073422
Adh7	0.154027366
Arhgef6	0.428994317
Capn7	-0.128119775
Car9	0.319210129
Casp8ap2	-0.164500538
Cast	-0.140276916
Chd1l	-0.170510963
Cpa3	0.408595123
Dhodh	0.246168769
Enho	0.42462257
Foxq1	0.203022004
Gda	0.24798022
Gm11940	-0.430805569
Gm26205	-0.288232619
Gtf2ird2	-0.221564323
Heatr5b	0.164265374
Lsm5	0.225291509
Mmab	0.264476286
Mtor	-0.124725791
Naa16	-0.200720417
Nkapl	-0.381462829
Nuak1	0.186027679
Odf3l1	0.392934611
Pdk2	-0.193446868
Pf4	0.428971336
Pitpnm1	-0.147142927
Raet1e	0.431273951
Sdad1	-0.174477816
Sec24c	0.114902229
Sh3bp1	0.158550214
Slc26a11	-0.186085911
Ssr3	0.120172138
Stau1	-0.101196861
Tie1	0.353540253
Ttc9c	0.160282278
Ubl4	-0.126284508
Ubxn2a	-0.131201832
Uck1	-0.149825519
Vkorc1l1	-0.143627302
Zbtb34	-0.186803416
Zfp87	0.318732434
Zfp959	0.291197591
Zfyve1	0.150823075
Snord58b	-0.313054188
Spr	0.17438112
Akip1	0.234715592
Akr1b10	0.347644243
Ap5b1	-0.269028707
Atg5	0.150894648
Btbd19	0.239207749
C630016N16Rik	-0.26703396
Cdk14	-0.349220647
Cep112	0.276583526
Ctr9	-0.124062461
Cyp7b1	-0.422957005
Eif4ebp2	0.147883212
Erlin1	-0.128217175
Fam57a	0.151093785
Furin	-0.112804643
Gm11974	-0.189276136
Gm15832	0.307285217
Gm2382	0.376125801
Gm7598	0.426604663
Gstm7	-0.390868418
Hdac7	-0.131353378
Isg15	0.262572001
Lsr	0.157145356
Mpzl3	-0.156755895
Pagr1a	0.295910198
Pnpla8	0.124534069
Rad23b	-0.127664581
Ric3	-0.273609321
Slc39a9	0.147457776
Slc5a8	0.426966947
Srsf11	-0.124857411
Stbd1	-0.256966643
Sumf1	0.167276189
Tfdp1	-0.118337419
Tpp1	0.140399781
Tsen15	0.226134711
Ubl3	-0.135057339
Zbtb20	-0.154346763
Zfp3	-0.424559837
Znrf1	-0.118779662
Zscan22	-0.227162273
Ttc33	0.205086477
Apeh	0.176818181
Dock10	0.425211991
Gm27003	0.386919974
AW011738	0.411578603
Fam43a	0.14904507
Hist1h2bc	0.281036368
Plekha3	0.172063174
Snhg1	-0.137202805
Tnfrsf10b	-0.157417749
Uvssa	0.182183654
Vps13b	0.135036521
Cyhr1	-0.132308925
Ndnf	0.421062237
4930402H24Rik	0.179093733
Zbtb17	-0.140603795
Fam126b	0.158014369
Flg2	-0.404785002
Akr1c18	0.415351341
Supt7l	-0.255668997
Ankrd13c	0.131261331
Atp5f1	0.112051944
Brms1l	-0.175880518
Pex14	-0.117804901
Smdt1	0.137442918
Trerf1	0.213589851
Arl10	-0.245695092
Ahsa2	-0.162556513
Aldh3b2	0.234114333
Arpc3	0.119634138
Pebp1	0.135631418
Snhg5	0.14025012
Vta1	0.133307548
Selk	-0.139277779
Arrb1	0.194343087
Capns2	-0.16199552
Fam76a	0.150995726
Map2k4	0.124082741
Nme6	0.415848574
Setd4	0.277016762
Tspan14	-0.134857499
Usp14	0.138541257
Zrsr2	-0.130329882
Cers2	-0.138287988
Exd2	-0.172257085
Kti12	-0.168094709
Morn4	0.239362019
Gnpnat1	-0.17368729
Aoc3	0.404788899
Crebl2	-0.19828009
Shisa7	-0.362588703
Ywhaz	-0.108512321
4921531C22Rik	-0.399360698
Mak16	-0.147296337
Psmb3	0.133081777
Rnaset2a	-0.255954185
Smpd4	-0.145322056
Efemp2	0.204864909
Med18	0.385537299
Agk	0.205832866
Bsdc1	-0.123092139
Gm10524	-0.342412376
Pcyox1	0.140263787
Rhov	0.265501912
Slc37a4	0.319486754
Socs4	-0.139366047
Tead1	0.184563857
Trappc13	0.156297351
Gsta4	0.352269174
Inha	0.334782019
Trp53bp1	-0.116044712
Snord19	-0.297362462
Zmym6	0.19969533
1810037I17Rik	0.140423581
5031425E22Rik	0.140993184
6430548M08Rik	-0.173726276
Aif1l	0.327927952
Akap10	-0.154917885
Aldh3a1	-0.417427492
Apba3	0.118727321
Armcx1	0.155006607
Atp1b2	0.318676756
Cd52	0.410595726
Chd7	-0.127094141
Ddb2	0.147954042
Dhx9	-0.104764094
E2f6	-0.173617032
Fabp5	0.317948589
Fndc3a	-0.164808267
H2-Q5	0.210847992
Hnrnpul2	-0.094332179
Hrh1	-0.400266872
Hsd17b7	0.179490377
Mctp2	0.207538084
Mospd2	0.181336926
Nr4a2	-0.118205689
Nt5dc1	-0.196551782
Nudt19	0.276802296
Paxbp1	0.123704892
Rab20	-0.131975579
Rbms2	0.113182871
Slc30a7	-0.134633456
Tnfrsf21	0.188386249
Vit	0.314065754
Zfp41	0.327806432
Znhit6	-0.129416013
8430408G22Rik	0.41462151
Il34	0.383321702
Jhdm1d	-0.109157216
Sfrs18	-0.133383377
Tradd	0.199323808
Zfp160	0.213354419
Ganc	0.216462545
Pard3b	-0.187919467
Gm13010	0.387211354
Mab21l3	0.289058502
Mtm1	0.184395361
Tmem50b	-0.120141716
Gm26621	-0.352045295
Map3k15	0.295021269
Cd93	0.304678928
Enkd1	0.264556906
Slc39a14	0.137441041
Cib1	0.168995427
Rraga	-0.132709412
Ppp4r1l-ps	-0.14985907
Abca4	0.403458763
Akap8	-0.10949659
Alg1	-0.187100962
Armcx5	-0.221143599
Aspscr1	0.160269823
Bcar1	-0.106982183
C2cd5	-0.151841402
Ccnf	0.214837154
Cep164	0.153774299
Dtd2	-0.38792545
Gbp9	0.32774288
Gtpbp6	0.14713372
Il4i1	0.402930187
Larp1b	-0.141569263
Mcm7	0.12608929
Mr1	-0.185285885
Ndn	-0.390664337
Omp	0.332290955
Prkrir	-0.110300129
Slc39a1	0.105914269
Stard5	0.164769428
Utp15	-0.149080868
Atp2c1	-0.111904215
Krt42	0.324849816
Otud4	0.123750162
Efcab1	0.300848861
Acp2	0.227624131
Agpat3	-0.141983387
Eps15	0.115779921
Fam73b	-0.167228244
Krt25	-0.236905357
Mknk1	-0.181578155
Pctp	0.408720896
Trim39	-0.157385775
Zfp788	-0.279472346
N4bp2	-0.130366513
Mettl16	-0.123260196
Mir5125	0.264956957
Ttpal	-0.115025835
C330006A16Rik	0.169509512
Nup133	0.172159191
Arid3c	-0.405904363
Eif5a2	-0.198735123
Scpep1	-0.118018492
Gm16314	-0.217297413
Gm17167	-0.365013224
2310042E22Rik	0.373658719
Gorab	-0.245580177
Nup155	0.164677587
Lgr5	0.123953812
Fam217b	-0.398795924
Ar	0.168699271
Ubiad1	0.21617983
Myeov2	0.188021882
Gm24119	-0.241559178
AF357399	-0.384070189
Extl2	0.290048768
Mpv17	-0.198678665
Ulk4	0.317078779
Zbtb49	-0.239010161
2700050L05Rik	-0.123105395
Stim2	0.138761223
Zadh2	0.168085204
Nfix	-0.105689823
Fastkd3	-0.187544865
Gm11821	-0.350548077
Gm24916	0.34211653
Mfsd1	0.153791083
Stab1	0.40530312
0610037L13Rik	0.131588906
Bcs1l	0.227260758
Dohh	0.140139002
Mir27a	0.237240286
Rel	-0.140229371
Usp1	0.127349341
Ccdc32	0.247621122
Aasdh	-0.267903176
Atxn7l2	0.175278846
Arpc1a	-0.130300008
Cdkn2d	0.174956006
Heg1	0.153533018
Skint2	0.335003611
Srp54c	0.166781443
Fam214a	0.175443936
Nedd4	0.10329857
Sema6b	0.374238671
Mrps15	0.179458892
Pnpla6	-0.176432738
Ranbp10	0.126435604
Rdh12	0.216156561
Wdr12	0.156692527
Zdhhc20	-0.10996672
2610524H06Rik	0.275370826
Ankrd44	-0.195143717
BC068157	-0.400789895
Cacnb3	0.129181943
Coq7	-0.274881536
Fam117a	-0.161509989
Hmbox1	-0.144766671
Lypd6b	-0.161468678
Map3k6	-0.138275162
Mogs	-0.13211206
Ndufa6	0.139649762
Nploc4	-0.138993352
Pik3r6	0.396674073
Rbm4	-0.246118614
Rhbdf2	-0.129939746
Scamp3	0.147924478
Snap29	-0.147239113
Snx1	-0.112088075
Soga2	0.371766885
Sptlc2	0.10393633
Srm	-0.146806017
Star	0.359849455
Tmem102	0.205668829
Tpra1	0.154047846
Tspyl2	0.134346363
Zbtb43	-0.124646453
Zfx	-0.117460606
0610010K14Rik	0.337676781
2900002K06Rik	-0.393417357
9130023H24Rik	-0.288364913
Aco1	-0.149853027
Arap2	0.115933084
Atxn1l	-0.128689076
Cd63	-0.118277288
Copg1	-0.110181653
Dph5	-0.213695358
Fbxo17	0.327004217
Hoxb4	0.212650878
Inpp5e	0.159164051
Lipn	0.339835034
Meaf6	0.141934176
Mfsd7a	0.199235981
Mtcp1	-0.202818679
Nfyb	0.145888724
Obsl1	0.194840474
Orai2	-0.154565081
Podn	0.289133566
Rnf20	-0.106979882
Sipa1l1	-0.140288538
Slc5a6	-0.16236978
Tbc1d20	-0.117936003
Tet1	0.339816035
Trpc4ap	-0.117191805
Usp36	-0.157087627
Wdr36	-0.12984403
Zranb3	-0.286235679
Trim28	-0.092351865
B3gnt8	-0.273760019
Cenpv	0.24688968
Chd9	0.170699059
Eif1ax	-0.120346686
Erlin2	0.155301175
Mlx	-0.21013715
Tor1aip1	-0.107323388
Xrcc3	-0.280594782
Gtf2a2	0.125459569
Npc1	-0.139484106
Trim56	0.159213794
Uckl1	-0.158451273
Syne2	-0.11976748
Sar1a	-0.094284865
Cndp2	-0.140712809
Pigb	0.247619755
Rhou	-0.163827586
Tbp	0.202616895
Coq3	0.245849759
Gtdc1	0.159175596
Naa10	-0.170776514
Abhd17b	0.157946285
Entpd1	0.293100033
Fgd2	0.281465927
Gabarapl2	-0.135082008
Lrrc3	0.272485451
Ppp5c	-0.110402571
Pqbp1	-0.138932029
R3hcc1	0.170934592
Uggt1	-0.120617886
Gm22574	0.393912684
Fastkd5	0.258389375
Hist1h1c	0.180100236
Tango2	0.270593857
Fancg	0.229900266
Amer1	0.183850438
Armc5	-0.137708571
B4galt4	0.286248666
Cpm	-0.209855117
Mbd2	0.120246218
Ntrk2	0.212612942
Sclt1	-0.153568894
2900089D17Rik	-0.313185158
Arhgef19	-0.11145138
Brd4	-0.110713074
Cdkn2b	0.308751886
Cnot4	-0.132723939
Cnot8	0.147220418
Dusp16	-0.12104095
Eif1ad	-0.136120128
Mcmdc2	-0.336785853
Plk1	0.368649299
Podxl	0.268113254
Polr2c	-0.133218441
Rbm25	-0.103990378
Samd8	0.115717446
Slc5a10	-0.38578867
Spg7	0.120076704
Sprr1b	0.366511557
Srfbp1	-0.156532559
Tcf3	0.120139236
Usp28	-0.159376671
Wdr38	-0.390995573
