probe	qSC_1	qSC_2	aSC_1	aSC_2	TAC_1	TAC_2	gene.symbol								
1415991_a_at	10.3298	10.1833	10.2998	10.4587	10.1394	9.9518	Klhdc3								
1415992_at	6.0433	6.1059	6.2470	6.4525	6.4766	6.7696	Pigo								
1415993_at	7.1159	7.0933	8.5871	8.0726	9.3189	9.9787	Sqle								
1415994_at	3.1066	3.3246	3.4136	3.4133	2.9717	3.1573	Cyp2e1								
1415995_at	8.4553	8.0305	9.1638	8.9637	8.8812	9.0170	Casp6								
1415996_at	11.6823	12.2902	10.7529	10.7962	10.3508	9.0946	Txnip								
1415997_at	8.5308	9.6555	8.0832	8.6695	7.8209	6.9134	Txnip								
1415998_at	10.6798	10.7294	10.3795	10.7085	10.6005	10.5310	Vdac1								
1415999_at	5.3339	5.3475	5.4589	5.8111	5.2369	5.4033	Hey1								
1416000_a_at	12.7886	12.8034	12.6910	12.7389	12.7587	12.6901	NA								
1416001_a_at	8.1611	8.4466	8.2277	8.4830	8.3173	8.1061	Cotl1								
1416002_x_at	7.3883	7.4420	7.4402	8.2119	7.6249	7.3711	Cotl1								
1416003_at	3.1251	2.8971	2.9943	2.7214	2.7359	2.6553	Cldn11								
1416004_at	10.4798	10.6578	10.1473	10.1254	9.8089	9.7678	Ywhah								
1416005_at	8.9924	8.7712	9.1460	8.9645	9.7508	9.8760	Psmc1								
1416006_at	6.0541	5.6766	5.9519	6.2505	5.3588	5.7178	Mdk								
1416007_at	4.4275	3.8957	4.3361	5.1254	3.5735	3.4918	Satb1								
1416008_at	5.0595	4.7762	5.3747	5.6776	4.1553	4.0352	Satb1								
1416009_at	8.8697	9.1543	9.3653	9.2429	8.5221	8.8951	Tspan3								
1416010_a_at	8.9315	8.6954	9.3300	9.1311	8.9298	8.6858	Ehd1								
1416011_x_at	7.8636	7.5181	8.1340	8.5701	7.9295	7.9341	Ehd1								
1416012_at	4.6545	5.1922	5.4959	5.6021	5.2811	5.1252	Ehd1								
1416013_at	8.6871	8.7373	8.9687	9.2269	8.2470	7.9605	Pld3								
1416014_at	8.0040	7.8359	8.4220	7.8194	8.9728	9.2831	Abce1								
1416015_s_at	8.7171	8.3643	9.0855	8.5705	9.6156	10.1174	Abce1								
1416016_at	7.1526	7.2202	7.0274	7.2139	8.0098	7.0176	NA								
1416017_at	7.8100	7.8683	7.5089	7.9185	7.0875	7.0578	Copg1								
1416018_at	8.2709	8.0419	8.4355	8.1809	8.6177	8.9315	Dr1								
1416019_at	4.7917	4.9543	5.3635	5.7242	6.1379	6.8028	Dr1								
1416020_a_at	11.0455	11.0386	11.2448	11.3200	11.7088	11.6858	Atp5g1								
1416021_a_at	12.1094	11.7956	13.1985	13.0088	14.1315	14.2348	NA								
1416022_at	10.1641	9.8690	11.8333	11.6405	13.1358	13.4137	Fabp5								
1416023_at	3.5077	3.6409	3.5406	3.5192	3.7563	3.3993	Fabp3								
1416024_x_at	10.8320	10.8549	11.3101	11.1456	11.7916	11.9508	Cct3								
1416025_at	3.0753	3.2775	3.1784	3.1163	3.4011	3.3940	Fgg								
1416026_a_at	13.4408	13.4366	13.4150	13.4354	13.4716	13.5637	NA								
1416027_at	10.6416	10.6588	10.3420	10.3294	10.3405	10.3595	Pdcd6								
1416028_a_at	7.4069	7.2026	8.5151	8.6756	10.1365	10.3332	Hn1								
1416029_at	9.0123	9.2841	9.1418	9.1129	8.5754	8.2034	Klf10								
1416030_a_at	7.6742	7.6650	8.2143	8.3265	9.8258	10.2538	Mcm7								
1416031_s_at	7.2916	7.2873	7.7585	7.1616	9.2959	9.2380	Mcm7								
1416032_at	9.2733	9.2897	8.8361	9.3465	8.5379	8.3444	Tmem109								
1416033_at	5.7334	5.7785	5.7592	6.4115	5.3046	5.5006	Tmem109								
1416034_at	10.6110	10.7336	10.4756	11.1648	10.8904	11.3114	Cd24a								
1416035_at	8.3269	8.2944	9.1865	8.8338	7.1101	7.1904	Hif1a								
1416036_at	9.4046	9.6506	9.8421	10.1471	9.8842	10.2595	Fkbp1a								
1416037_a_at	11.3888	11.1780	11.3632	11.3853	11.7963	12.1753	Cct2								
1416038_at	7.9631	7.9830	8.1759	8.5174	8.5338	8.6423	Snd1								
1416039_x_at	11.2054	11.4073	11.2230	11.4368	10.2359	8.7408	Cyr61								
1416040_at	2.9689	2.9650	2.7478	2.9137	2.9538	2.9900	Lipf								
1416041_at	12.3062	12.6036	12.4361	12.7137	11.6483	11.3518	Sgk1								
1416042_s_at	8.5170	8.0543	8.9431	8.6355	9.7149	10.1882	Nasp								
1416043_at	2.7711	2.6043	2.8013	3.0442	3.0711	3.4603	Nasp								
1416044_at	8.9745	8.9424	8.5049	9.1705	8.1325	8.3190	Flii								
1416045_a_at	8.5002	8.3193	8.9064	9.1459	9.0672	9.1137	Smarcb1								
1416046_a_at	7.3232	7.2356	7.5625	7.3180	7.6187	7.5797	Fuca2								
1416047_at	2.8105	2.8894	2.8311	3.0925	3.2281	3.0325	Fuca2								
1416048_at	8.7191	8.3571	8.9115	9.3833	8.7207	8.9314	Phc2								
1416049_at	4.2494	4.4159	4.1075	4.1990	4.3048	4.5582	Gldc								
1416050_a_at	5.6695	5.3959	7.1555	6.8377	7.1472	7.9496	Scarb1								
1416051_at	5.2914	5.6258	4.6440	4.6134	4.5196	4.4610	C2								
1416052_at	7.9746	8.3523	7.7938	7.8437	8.2784	8.5611	Prps1								
1416053_at	3.0007	3.1320	3.1796	3.5354	3.1203	2.8640	Lrrn1								
1416054_at	14.1025	14.1919	14.0615	14.0953	14.1444	14.1055	Rps5								
1416055_at	2.6128	2.4849	2.5928	2.4159	2.9909	2.6192	NA								
1416056_a_at	12.6111	12.6199	12.5580	12.3485	12.6238	12.2638	Ndufb11								
1416057_at	11.6437	11.6560	11.6368	11.6692	11.7642	11.5870	Ndufb11								
1416058_s_at	12.3763	12.3558	12.2919	12.2366	12.6712	12.5416	Atp5c1								
1416059_at	8.8293	8.7849	9.0870	9.1910	9.3328	9.4717	Sec23b								
1416060_at	9.1287	8.8485	8.5389	8.1999	8.7376	8.8666	Tbc1d15								
1416061_at	7.7005	7.4993	7.5231	7.1892	7.8426	7.9575	Tbc1d15								
1416062_at	6.0410	5.4785	5.6595	5.3996	6.1941	5.8101	Tbc1d15								
1416063_x_at	2.2322	2.4031	2.1671	2.2378	2.2467	2.3099	Ceacam11								
1416064_a_at	10.9028	10.3741	11.9878	11.9780	11.8291	11.6712	Hspa5								
1416065_a_at	9.8695	9.8646	9.7178	9.6026	9.0815	9.3210	Ankrd10								
1416066_at	13.1706	13.1275	12.9572	13.0069	12.4028	12.4810	Cd9								
1416067_at	8.9131	9.1039	9.7358	8.9100	10.8188	9.5782	Ifrd1								
1416068_at	9.1683	9.0992	9.2944	9.6074	9.8946	10.1988	NA								
1416069_at	10.2702	10.2503	9.8438	10.3106	9.3224	8.8465	Pfkp								
1416070_a_at	8.2468	8.1607	8.2374	8.1363	8.7912	9.1411	Ddx18								
1416071_at	8.0205	8.2084	8.2238	8.3511	8.8023	9.1894	Ddx18								
1416072_at	12.6856	13.0096	11.1805	11.6085	3.7426	4.5909	Cd34								
1416073_a_at	8.3643	8.6589	8.3415	8.4426	9.1563	9.3742	NA								
1416074_a_at	14.2374	14.2053	14.2263	14.2770	14.2605	14.2481	NA								
1416075_at	6.6982	6.6153	6.7906	6.8323	6.6707	6.6995	Sav1								
1416076_at	3.2105	3.8033	6.9066	6.2672	9.7045	9.9138	NA								
1416077_at	3.5031	3.1292	5.0911	4.9297	5.3703	4.8698	Adm								
1416078_s_at	8.7607	8.8172	8.7314	8.9133	8.9004	8.9748	Raf1								
1416079_a_at	8.8885	8.7008	8.9456	9.2799	9.3821	9.4055	Arpc1a								
1416080_at	5.9552	6.1571	5.5664	5.6406	5.3560	5.1129	Adam15								
1416081_at	8.0779	7.7279	8.0183	8.4703	7.5201	7.6794	Smad1								
1416082_at	11.4868	11.2028	11.7258	11.6615	11.8482	12.0021	Rab1								
1416083_at	9.5468	9.1634	9.3113	9.1998	9.3657	9.5092	Zfand5								
1416084_at	7.2672	7.2028	7.5979	7.5526	8.3401	7.8853	Zfand5								
1416085_s_at	9.7371	9.2115	10.0837	9.6072	10.8239	10.1762	Zfand5								
1416086_at	7.6233	7.8418	7.3848	7.6542	7.0804	7.0079	Tpst2								
1416087_at	7.6426	7.6239	7.8914	8.1113	8.2272	8.2302	Ap1s1								
1416088_a_at	13.9903	13.9452	13.9838	13.9825	13.8974	13.7969	NA								
1416089_at	13.8918	13.8834	13.9781	13.9938	13.8526	13.8609	NA								
1416090_at	9.9155	9.7939	10.0645	9.9155	10.5194	10.5172	Pdhb								
1416091_at	8.0564	7.7783	7.8305	8.3296	7.1238	7.2288	Map4								
1416092_a_at	7.4862	7.0726	7.7653	8.3859	7.3084	7.7267	Map4								
1416093_a_at	9.3263	9.2218	9.8742	9.5910	10.3479	10.1701	Mrpl20								
1416094_at	9.0271	8.7281	8.3268	8.2023	7.6378	8.1473	Adam9								
1416095_x_at	10.0836	9.9352	10.3341	10.3121	10.4795	10.7941	Sarnp								
1416096_at	8.2997	8.4525	8.2071	8.2649	8.5251	8.5170	Vipas39								
1416097_at	6.4442	5.7559	6.9441	7.7165	3.7717	4.7788	Lrrc4								
1416098_at	4.0487	3.6269	4.0229	3.8766	3.8858	3.8548	Syngr3								
1416099_at	12.9840	13.0828	13.0695	13.0907	13.1385	13.2472	Rpl27								
1416100_at	10.3311	10.3661	10.3180	10.5126	10.7471	10.9792	Eif3d								
1416101_a_at	9.5393	8.6182	11.3277	11.9091	10.9867	10.2108	Hist1h1c								
1416102_at	10.4977	10.4645	10.8682	10.8994	10.6158	10.6781	Ywhaz								
1416103_at	8.2759	8.1992	8.3087	8.5463	7.8940	7.7508	Ywhaz								
1416104_at	7.2946	7.5335	7.4202	7.8351	7.6721	7.6269	Mpdu1								
1416105_at	9.4432	9.4764	9.2402	9.0429	7.5931	7.3681	Nnt								
1416106_at	7.1859	7.2873	7.9715	8.4120	8.9519	9.4962	Kti12								
1416107_at	4.1430	4.4038	4.4224	4.2154	4.5346	3.7839	Nsg2								
1416108_a_at	10.4002	10.6037	10.0947	10.3567	9.8286	9.1874	Tmed3								
1416109_at	9.2169	9.2251	9.1411	9.3316	8.8176	8.4324	Fuca1								
1416110_at	8.3800	8.5165	8.3621	8.7798	8.4234	8.3830	Slc35a4								
1416111_at	3.1377	3.3348	2.8668	3.8114	4.6943	4.3877	Cd83								
1416112_at	10.9784	11.0731	11.0096	11.2143	11.4665	11.3506	NA								
1416113_at	8.3781	8.6494	8.7158	9.0922	8.9463	8.8237	Fkbp8								
1416114_at	3.9396	3.6870	3.2080	3.4854	3.3217	3.5988	Sparcl1								
1416115_at	7.2868	7.4735	7.2095	7.0386	7.0636	7.4334	Orc3								
1416116_at	5.7673	6.2166	5.7804	5.4997	5.3094	5.4669	Orc3								
1416117_at	6.1614	6.2748	5.7382	5.5350	5.5207	5.3374	Orc3								
1416118_at	8.6890	8.1404	9.0885	9.3647	8.9897	9.8753	Trim59								
1416119_at	13.6572	13.7385	13.3449	13.1736	12.5209	12.5476	Txn1								
1416120_at	5.0478	5.5458	7.2559	7.1476	8.6181	9.5152	Rrm2								
1416121_at	3.1078	3.1557	3.1805	3.7258	3.3751	3.4047	Lox								
1416122_at	9.6618	9.3191	10.5395	9.7142	11.4631	11.8676	Ccnd2								
1416123_at	7.5774	7.1310	8.3876	6.7577	9.5960	9.1821	Ccnd2								
1416124_at	5.0697	4.7245	6.3852	5.9228	7.4653	7.9002	Ccnd2								
1416125_at	8.0077	9.5601	6.5970	6.6780	7.8641	8.0811	Fkbp5								
1416126_at	5.3274	5.6280	5.8133	5.9924	6.3158	6.8441	Polr1b								
1416127_a_at	9.1501	8.9802	8.7729	8.9868	9.1123	8.7973	Dnpep								
1416128_at	6.8750	6.4408	7.3266	7.3784	8.0016	7.4929	NA								
1416129_at	9.2853	10.3194	9.7213	9.0693	9.8238	9.1696	Errfi1								
1416130_at	8.9160	9.0351	7.8923	8.1546	9.4988	10.1206	Prnp								
1416131_s_at	8.6186	8.3283	9.0148	8.7437	8.4215	8.6374	Efr3a								
1416132_at	4.9730	5.2134	5.2940	5.6068	5.4547	6.0607	Efr3a								
1416133_at	8.7390	8.5238	8.9935	8.8043	8.3403	8.7669	Efr3a								
1416134_at	5.0035	5.2483	5.0239	5.0105	5.0402	4.7021	Aplp1								
1416135_at	9.0181	9.2894	9.8507	9.7242	10.8197	11.0603	Apex1								
1416136_at	10.1958	10.1322	8.3953	10.1560	8.2345	6.4941	Mmp2								
1416137_at	9.0592	9.2266	7.3029	7.5598	7.7030	7.2560	Anxa7								
1416138_at	11.2237	11.4760	9.7465	9.9330	10.3136	9.7655	Anxa7								
1416139_at	4.1879	4.0137	4.1066	4.2467	4.3081	4.3083	Reg2								
1416140_a_at	7.8125	7.8346	7.6733	8.3685	8.1274	8.4332	Dhx30								
1416141_a_at	14.4314	14.4131	14.4468	14.4494	14.4403	14.4395	NA								
1416142_at	9.5334	9.6352	9.1551	9.5863	9.0989	9.5849	Rps6								
1416143_at	11.5637	11.4388	11.5363	11.4711	11.8199	11.9251	Atp5j								
1416144_a_at	10.6270	10.6212	10.9555	10.8071	11.4393	11.7277	Dhx15								
1416145_at	11.0264	10.9593	11.0366	10.9720	11.5024	11.9805	Dhx15								
1416146_at	9.0151	8.6051	9.2297	8.9482	10.0536	10.5631	Hspa4								
1416147_at	6.6153	6.8495	6.9562	7.4258	6.7352	7.4194	Hspa4								
1416148_at	9.0541	9.0476	8.8012	8.6195	8.4910	7.8815	Laptm4b								
1416149_at	4.1394	3.7549	3.4999	3.8003	4.5617	4.8728	Olig1								
1416150_a_at	10.5420	10.6970	11.0614	11.1099	11.9466	12.2689	Srsf3								
1416151_at	8.4244	8.8425	8.9402	8.6400	8.7633	9.1591	Srsf3								
1416152_a_at	8.5530	8.8129	9.1804	9.0857	9.6039	10.1674	Srsf3								
1416153_at	9.0353	8.8695	8.8389	8.6090	8.6892	9.0431	NA								
1416154_at	4.4398	4.1527	4.2659	3.9901	4.0493	3.8747	NA								
1416155_at	6.1773	5.3630	8.1535	7.4296	9.2564	10.1644	Hmgb3								
1416156_at	9.8971	9.7291	10.5103	10.2290	9.5559	9.5900	Vcl								
1416157_at	3.6824	4.3000	4.2611	4.3709	4.2902	4.4835	Vcl								
1416158_at	2.5095	2.4697	2.4610	2.5230	2.2924	2.4840	Nr2f2								
1416159_at	5.6442	5.5248	5.6592	5.6335	5.6058	5.6131	Nr2f2								
1416160_at	3.1251	3.0810	3.1251	3.0273	3.0228	2.9148	Nr2f2								
1416161_at	10.0199	9.7986	10.0435	9.5814	10.5792	10.7951	Rad21								
1416162_at	6.5669	5.9788	6.5894	6.6800	7.0916	7.8431	Rad21								
1416163_at	8.7146	8.6229	8.7873	8.7654	8.8847	9.0376	Cops4								
1416164_at	3.0188	3.7033	5.1176	4.7857	4.1556	4.9354	Fbln5								
1416165_at	6.4551	5.8578	6.9527	7.1254	6.4270	6.6174	Rab31								
1416166_a_at	6.8665	7.2321	7.7617	7.4630	8.7466	8.3257	Prdx4								
1416167_at	8.5314	8.6846	9.3870	8.9066	9.9363	9.9013	Prdx4								
1416168_at	6.8100	4.9120	6.8228	7.7068	5.6829	5.7061	Serpinf1								
1416169_at	2.8645	3.2702	2.8062	2.8654	2.7116	2.8062	Tpbpb								
1416170_at	8.4639	8.4914	8.5065	8.5733	9.1967	9.1610	Trap1								
1416171_at	8.7520	8.7335	8.8782	9.0218	9.1525	9.3951	Kansl2								
1416172_at	8.5921	8.7363	8.6699	8.8639	9.2861	9.4984	Pes1								
1416173_at	6.1448	6.6175	6.2134	6.4981	6.0837	6.3174	Pes1								
1416174_at	6.3486	6.2634	5.7330	5.7739	5.2921	5.5815	Rbbp9								
1416175_a_at	10.3137	10.1469	10.8843	10.7693	11.1060	11.1927	Vdac3								
1416176_at	10.8706	10.9883	11.1599	10.6821	11.4799	11.8557	NA								
1416177_at	9.9967	9.8072	10.2243	10.1603	10.6468	11.0059	Rbmxl1								
1416178_a_at	5.0838	4.3897	6.8163	6.0829	6.3468	6.1438	Plekhb1								
1416179_a_at	10.2238	10.3287	10.4407	9.9870	10.0742	10.3263	Rdx								
1416180_a_at	8.9200	8.7168	8.8878	8.2614	8.6734	8.3770	Rdx								
1416181_at	9.7628	9.7361	9.7637	9.7642	9.2090	9.3205	Mesdc2								
1416182_at	8.0477	7.9766	7.9008	8.5335	7.9081	8.0198	Apba3								
1416183_a_at	9.0238	9.0600	9.3096	9.1391	10.0727	9.9854	Ldhb								
1416184_s_at	8.3342	8.1326	8.5443	8.5682	9.4639	9.5381	NA								
1416185_a_at	10.8506	10.7874	10.9514	10.6857	10.7173	10.7513	Adh5								
1416186_at	9.2022	8.6868	9.3623	9.1308	9.1993	9.5853	Pnrc2								
1416187_s_at	10.1488	10.0889	10.3779	9.8230	10.2329	10.1865	Pnrc2								
1416188_at	5.8994	6.6321	6.4655	7.2108	6.0473	5.8994	Gm2a								
1416189_a_at	10.8386	10.8517	11.0465	11.0775	11.0070	11.1043	Sec61a1								
1416190_a_at	6.3652	6.3436	6.6373	7.2343	6.9049	7.2855	Sec61a1								
1416191_at	6.5137	6.6084	6.8111	7.2827	7.1953	7.4238	Sec61a1								
1416192_at	7.3379	7.2525	7.1687	7.3155	6.9879	6.8362	Napa								
1416193_at	3.0059	3.0237	3.4164	2.9875	3.0264	3.0512	Car1								
1416194_at	11.4888	12.0933	8.1625	9.3738	8.9174	7.6897	Cyp4b1								
1416195_at	9.3143	9.3106	8.2514	8.4627	8.1291	7.8264	Inpp5k								
1416196_at	3.0059	3.3707	3.2105	3.1956	3.4333	3.4864	NA								
1416197_at	9.9883	9.9978	10.2386	10.3062	10.7304	10.8335	Snrpc								
1416198_at	6.7642	6.8511	7.0719	7.2344	7.6175	8.0448	Nelfcd								
1416199_at	7.1469	7.3301	6.3612	6.5628	5.8858	5.8721	Kifc3								
1416200_at	6.1059	5.3227	6.0480	7.9001	7.0763	5.6962	Il33								
1416201_at	8.5839	8.2526	8.5932	8.2282	8.6039	8.7637	Crk								
1416202_at	9.8989	10.0211	10.3218	10.3674	11.1632	11.0975	Phb2								
1416203_at	4.7213	4.3239	3.4538	3.6557	3.8873	4.8315	Aqp1								
1416204_at	3.8033	4.3706	4.1917	4.2346	4.1396	4.0915	Gpd1								
1416205_at	5.4909	5.1344	5.8182	6.5036	5.5958	5.6643	Glb1								
1416206_at	5.7736	5.5221	5.8914	6.6423	5.2338	5.6737	Sipa1								
1416207_at	8.9383	9.0279	8.5476	8.6899	8.7097	8.5503	Taz								
1416208_at	7.7228	7.6798	7.8589	7.7453	8.3401	8.7527	Usp14								
1416209_at	10.1114	10.0728	9.5037	9.4803	9.1511	9.0539	Glud1								
1416210_at	10.1624	10.2935	9.9433	10.1502	10.4047	10.3506	Imp3								
1416211_a_at	12.1385	12.2767	10.9093	10.4686	9.2772	9.4808	Ptn								
1416212_at	11.0913	11.2082	11.2458	11.1945	11.7045	11.9455	Magoh								
1416213_x_at	7.3902	7.3288	7.7475	8.4158	7.5990	7.8372	Surf4								
1416214_at	8.4303	8.1271	9.1606	8.4729	9.7641	10.4127	Mcm4								
1416215_at	7.6517	7.4485	7.2076	7.6239	7.0136	7.2340	Gosr1								
1416216_at	7.9282	7.8187	7.7116	7.9290	7.9319	8.4752	Reps1								
1416217_a_at	14.2729	14.2830	14.2254	14.3354	14.2580	14.3464	Rpl37a								
1416218_x_at	6.8354	6.9981	6.9412	7.0656	6.9837	7.3343	Rpl37a								
1416219_at	13.9540	13.9180	13.9933	14.0054	14.0642	14.0204	NA								
1416220_at	10.9540	10.9875	11.3390	11.3916	11.0456	11.0434	Spcs1								
1416221_at	9.1384	9.0669	9.9805	9.4128	7.5956	8.2683	Fstl1								
1416222_at	7.9939	8.1654	8.6019	8.2781	9.1310	9.3572	Nsdhl								
1416223_at	7.7578	7.9925	7.5147	7.9011	7.1314	7.5107	Sh3bp5l								
1416224_at	7.8944	7.8916	7.9332	8.1275	7.8076	7.6561	Zbtb17								
1416225_at	5.9874	6.7353	4.9049	5.2872	6.7490	5.5611	Adh1								
1416226_at	8.9101	8.3339	9.3019	9.6270	8.8173	8.9318	NA								
1416227_at	5.6927	5.7530	5.8144	5.9769	5.0774	5.1262	NA								
1416228_at	9.0117	8.9897	9.0808	9.2610	9.2423	9.3692	NA								
1416229_at	7.1566	7.0283	7.4091	7.7879	7.8016	8.2748	Rfk								
1416230_at	7.5079	7.4973	7.7209	7.7379	7.8360	7.9916	Rfk								
1416231_at	5.0962	5.5446	5.6015	5.8434	6.0980	6.4325	Vac14								
1416232_at	2.6128	2.4849	2.4683	2.4908	2.4356	2.2291	Olig2								
1416233_at	11.9533	12.1038	11.9245	12.1320	12.3336	12.4289	Eif3i								
1416234_at	9.1995	9.1528	9.5886	9.8732	10.0408	10.3135	Lrrc59								
1416235_at	6.2282	6.3673	7.0628	7.7460	8.2000	8.3277	Lrrc59								
1416236_a_at	10.1962	10.0607	10.3220	10.1599	10.2278	10.4469	Mpzl2								
1416237_at	5.5752	5.5201	6.0153	6.0741	6.7361	6.9173	Mpzl2								
1416238_at	2.9595	2.8489	2.7598	2.9085	3.0034	2.9666	Tie1								
1416239_at	6.5033	7.0753	5.2998	5.5559	7.7910	8.3640	Ass1								
1416240_at	10.3504	10.4581	10.7406	10.7251	11.1111	11.1177	Psmb7								
1416241_at	8.9489	8.7935	9.4530	9.6046	9.6787	9.9861	Sec13								
1416242_at	2.7859	2.7933	2.7350	2.8915	3.1200	2.8449	Klhl13								
1416243_a_at	13.5580	13.5467	13.4809	13.4774	13.5967	13.6731	Rpl35								
1416244_a_at	12.2579	12.2641	12.1662	12.1702	12.2929	12.5564	Cnbp								
1416245_at	9.8586	9.9754	9.6943	10.0389	10.1087	10.3697	Aurkaip1								
1416246_a_at	5.0522	4.9973	3.9682	4.3800	4.9762	4.5818	Coro1a								
1416247_at	10.3294	10.3590	10.3780	10.6082	10.5347	10.5493	Dctn3								
1416248_at	8.7128	8.8241	8.3720	8.7064	8.5126	8.6863	Nadk								
1416249_at	6.7012	6.7803	6.6391	6.8872	7.1571	7.3802	Nadk								
1416250_at	9.7230	8.4712	10.9570	11.5294	11.1407	9.9305	Btg2								
1416251_at	9.2013	8.8189	10.0337	9.7944	10.6677	11.0971	Mcm6								
1416252_at	8.1172	7.9733	7.6724	7.9963	7.9762	8.4151	Stk38								
1416253_at	7.9677	7.8362	8.1399	8.4702	8.6316	8.6216	Cdkn2d								
1416254_a_at	7.2826	7.4284	7.2457	7.4638	7.5731	7.6739	Vps16								
1416255_at	3.6306	3.4399	3.4474	3.6891	3.1494	3.1965	Gja4								
1416256_a_at	11.0093	10.9399	11.5749	11.7260	12.3819	12.6368	Tubb5								
1416257_at	9.9981	9.9129	9.6045	9.6991	8.2610	8.1764	Capn2								
1416258_at	6.1384	5.7251	8.0443	7.3890	9.4963	9.8409	Tk1								
1416259_at	7.3807	7.5055	7.0306	7.1699	6.3911	7.1585	Pex12								
1416260_a_at	8.8075	8.8444	8.6324	8.5571	8.2296	8.2724	Snx1								
1416261_at	8.0516	7.6960	7.9720	8.0574	8.1476	8.1060	Tmem19								
1416262_at	6.8821	6.5449	6.8228	7.2348	7.3357	7.3633	Tmem19								
1416263_at	4.7917	4.5838	5.5669	5.9823	5.0634	4.6423	Abcb9								
1416264_at	6.7516	6.7813	6.7232	6.8981	6.6882	6.6470	Abcb9								
1416265_at	6.1171	6.0931	6.2329	6.3783	6.2469	6.5938	Capn10								
1416266_at	4.0106	4.0931	4.2113	4.0779	4.2444	4.3529	Pdyn								
1416267_at	7.5156	7.4350	7.5784	7.6076	6.8806	7.6022	Scoc								
1416268_at	11.0638	10.8345	10.3717	10.7348	9.8208	9.1719	Ets2								
1416269_at	11.9804	12.0143	12.1753	12.1423	12.3979	12.2625	Atp5j2								
1416270_at	10.2043	10.3171	10.3252	10.3668	10.4726	10.5277	Polr2g								
1416271_at	13.7262	13.7572	13.4717	13.4766	13.4136	13.3761	Perp								
1416272_at	9.7698	9.6063	9.6847	9.6834	9.6276	9.5021	NA								
1416273_at	5.0020	5.2093	5.2355	5.1786	5.1949	5.2955	Tnfaip2								
1416274_at	7.0391	6.8644	6.4376	6.6498	7.0109	7.1305	Ctns								
1416275_at	6.6755	7.0814	6.8649	7.3428	5.2356	5.8823	Slc26a6								
1416276_a_at	14.3962	14.4025	14.3829	14.3814	14.3572	14.3458	Rps4x								
1416277_a_at	14.3800	14.3998	14.3993	14.4406	14.4607	14.4823	NA								
1416278_a_at	11.5773	11.6371	11.7319	11.6247	12.3547	12.2173	NA								
1416279_at	8.1634	8.0364	8.1133	8.3538	8.6788	8.3997	Ap1b1								
1416280_at	10.1912	10.1397	10.4692	10.3863	10.8184	11.0936	Uba2								
1416281_at	10.4118	10.4735	10.2123	10.3307	10.0436	9.9472	Wdr45b								
1416282_at	10.1722	10.2502	10.3641	10.5329	10.8224	10.9960	Psmc3								
1416283_at	7.3670	7.1919	7.9441	8.2482	8.6723	8.9771	Gart								
1416284_at	9.0607	9.1848	9.2274	9.3455	9.7413	9.7881	Mrpl28								
1416285_at	10.3745	10.4649	10.8492	10.9384	11.0482	10.9547	Ndufc1								
1416286_at	3.0733	3.2728	3.2740	3.3445	3.6339	3.4652	Rgs4								
1416287_at	3.9953	3.9031	3.8702	3.9455	4.3206	3.5608	Rgs4								
1416288_at	9.9634	9.4923	10.4912	10.0957	10.7640	11.1023	Dnaja1								
1416289_at	8.1957	8.5556	7.5124	8.0667	5.3087	5.0390	Plod1								
1416290_a_at	10.2035	10.1277	10.7944	10.4107	11.2905	11.2071	Psmc4								
1416291_at	9.3167	9.1960	9.7593	9.7551	10.1976	10.2119	Psmc4								
1416292_at	8.1592	7.6424	8.7249	8.5149	8.4137	8.7080	Prdx3								
1416293_at	5.0016	4.9768	4.8647	5.3533	4.8494	4.7273	Nfib								
1416294_at	7.8451	7.9658	7.9765	8.2056	7.8076	7.7862	Scamp3								
1416295_a_at	3.3054	3.0234	2.7985	2.8379	4.3774	3.2649	Il2rg								
1416296_at	5.1635	5.1299	5.1264	5.0230	5.6369	4.9803	Il2rg								
1416297_s_at	3.5286	3.4422	3.5072	3.6287	3.7715	3.7203	Reg3b								
1416298_at	3.7744	3.8271	3.8738	3.7471	4.1105	3.7471	Mmp9								
1416299_at	3.5049	3.3449	6.4003	5.0932	8.3788	8.8530	Shcbp1								
1416300_a_at	11.8819	11.7293	11.7938	11.9271	12.0108	12.2624	NA								
1416301_a_at	2.9882	3.3246	2.7523	2.2445	2.3862	2.4446	Ebf1								
1416302_at	3.2455	3.4252	3.1948	3.2519	3.1963	3.1244	Ebf1								
1416303_at	10.0766	9.9584	9.6226	9.8045	9.8123	9.2248	Litaf								
1416304_at	8.4534	8.3304	8.2319	8.6177	8.5925	8.3547	Litaf								
1416305_at	6.4734	6.6520	7.2957	7.6542	6.9212	6.8961	Sh3bp4								
1416306_at	2.5145	2.6678	2.6141	2.7534	2.4415	2.7305	Clca3								
1416307_at	7.1493	7.6396	7.4212	7.6826	7.4787	7.4308	Ap1m1								
1416308_at	10.4150	10.3509	10.5564	10.2529	9.4812	9.4282	Ugdh								
1416309_at	4.9646	4.3621	7.5576	6.3795	9.6507	10.1204	Nusap1								
1416310_at	2.9536	2.8673	3.6556	2.9562	3.8579	3.7859	Nusap1								
1416311_s_at	6.8475	6.8589	7.5437	7.5068	7.9324	8.0959	NA								
1416312_at	8.5845	8.4714	8.9174	8.8590	9.5458	10.1135	Rars								
1416313_at	6.8663	6.7002	6.5417	6.7510	5.9012	6.5449	Mllt11								
